fasta_file	Auckland	Berlin	Kyiv	London	Singapore	Tokyo
data/test0/SRR27257421_1.fasta.gz	0.0005305039787798408	0.0005372011818426001	0.0005467468562055768	0.0005491488193300384	0.0002670940170940171	0.0002679528403001072
data/test0/SRR27257857_1.fasta.gz	0.0005272871078302136	0.0002668801708033093	0.0005433306166802499	0.0005457025920873125	0.0005310674455655868	0.0002663115845539281
data/test0/SRR27257890_1.fasta.gz	0.0007894736842105263	0.0018671645772205922	0.0010848928668294006	0.001089621356578589	0.0015915119363395225	0.0013301409949454642
data/test0/SRR27257964_1.fasta.gz	0.0002621231979030144	0.0002653927813163482	0.00027005130974885227	0.00027122321670735016	0.00026399155227032733	0.00026483050847457627
data/test0/SRR27258018_1.fasta.gz	0.0007871949619522435	0.0007970244420828905	0.0005405405405405405	0.0008145533532446375	0.0002641310089804543	0.0005300821627352239
data/test0/SRR27257590_1.fasta.gz	0.00026048450117218026	0.0015843675732770002	0.0005367686527106817	0.0005390835579514825	0.0013130252100840337	0.0013171759747102212
data/test0/SRR27257884_1.fasta.gz	0.0010452051215050953	0.0029154518950437317	0.0016159439806086723	0.0010813733441470668	0.0010526315789473684	0.0018494055482166448
data/test0/SRR27257949_1.fasta.gz	0.0002618486514794449	0.0018587360594795538	0.0008097165991902834	0.0013561160835367507	0.0013199577613516368	0.0015894039735099338
data/test0/SRR27257977_1.fasta.gz	0.00025926886180969663	0.002630886608787161	0.0016042780748663102	0.0013422818791946308	0.0013068478829064297	0.0020991865652059826
data/test0/SRR27258013_1.fasta.gz	0.0005238344683080147	0.0018587360594795538	0.0008097165991902834	0.000813228517213337	0.0010556875164951175	0.0013241525423728813
data/test0/SRR27258075_1.fasta.gz	0.0002615062761506276	0.0023879013000795966	0.0008086253369272237	0.0008121277747698972	0.0015822784810126582	0.0010576414595452142
data/test0/SRR27258138_1.fasta.gz	0.001145147437732608	0.0017421602787456446	0.0020722320899940793	0.001784121320249777	0.001154068090017311	0.0017381228273464658
data/test0/SRR28910726_1.fasta.gz	0.0002623983206507478	0.0018626929217668972	0.0016242555495397943	0.0019037258634756595	0.0015877216194760519	0.0015927794000530925
data/test0/SRR28910758_1.fasta.gz	0.001084010840108401	0.0019230769230769232	0.0013978194017332962	0.0005611672278338945	0.001365374112506827	0.0013698630136986301
data/test0/SRR28910782_1.fasta.gz	0.0002626050420168067	0.0013308490817141336	0.0013542795232936078	0.0013601741022850925	0.0005291005291005291	0.0010621348911311736
data/test0/SRR28910791_1.fasta.gz	0.0	0.002258610954263128	0.0002870264064293915	0.0005768676088837611	0.0019646365422396855	0.0008438818565400844
data/test0/SRR28910877_1.fasta.gz	0.0002653223666755107	0.004316158618829242	0.0016429353778751369	0.0010995052226498076	0.0032162958992227285	0.0021488047273704003
data/test0/SRR28911089_1.fasta.gz	0.0008351893095768374	0.0014112334180073384	0.001725625539257981	0.001155067860236789	0.0014033118158854898	0.0011261261261261261
data/test0/SRR28911213_1.fasta.gz	0.0002636435539151068	0.003750334851326011	0.001087547580206634	0.002186987424822307	0.0029286474973375934	0.0026702269692923898
data/test0/SRR27257243_1.fasta.gz	0.0002651113467656416	0.0016129032258064516	0.000273224043715847	0.0016488046166529267	0.0008014961261020571	0.0010723860589812334
data/test0/SRR27257523_1.fasta.gz	0.00026371308016877635	0.004020369874028411	0.0010878433505575197	0.0008192244675040961	0.0023955283470854403	0.0037433155080213902
data/test0/SRR27257572_1.fasta.gz	0.0005253480430785396	0.0018641810918774966	0.0008121277747698972	0.0005436259853220984	0.0002644802962179318	0.0010621348911311736
data/test0/SRR27258123_1.fasta.gz	0.0007810466024472793	0.0007907221929362151	0.0005361930294906167	0.0008079719903043361	0.0005242463958060288	0.0005259006047856955
data/test0/SRR28910743_1.fasta.gz	0.00027218290691344586	0.001380071763731714	0.0005616399887672002	0.0008465011286681715	0.00027419797093501506	0.0002751031636863824
data/test0/SRR28910899_1.fasta.gz	0.0007930214115781126	0.0008029978586723769	0.0010899182561307902	0.0010946907498631637	0.0005323396326856535	0.0008012820512820513
data/test0/SRR28910940_1.fasta.gz	0.0002646202699126753	0.0010726736390453205	0.0002727024815925825	0.0002738975623116954	0.0010669511869831954	0.0008025682182985554
data/test0/SRR28911007_1.fasta.gz	0.0010612894667020429	0.0035012119579854563	0.0008201202843083652	0.0016488046166529267	0.002408348943002408	0.0026852846401718583
data/test0/SRR28911138_1.fasta.gz	0.00026490066225165563	0.0026888948642108095	0.001366493577480186	0.002197802197802198	0.0005337603416066186	0.0018766756032171583
data/test0/SRR28911176_1.fasta.gz	0.0	0.0010692328254477412	0.0002718129926610492	0.0005461496450027307	0.0010635469290082426	0.0008
data/test0/SRR28911259_1.fasta.gz	0.0011106997408367272	0.003020007550018875	0.0015455950540958269	0.0019447685725398677	0.0011219147344801795	0.0018796992481203006
data/test0/SRR28911292_1.fasta.gz	0.0002772387025228722	0.00140607424071991	0.0002861230329041488	0.0017271157167530224	0.0011182555213866368	0.0008412787436904094
data/test0/SRR28911335_1.fasta.gz	0.0009199632014719411	0.0024929884699283265	0.000952683391552874	0.00352	0.0012372409526755336	0.0012418503570319776
data/test0/SRR28911358_1.fasta.gz	0.00033840947546531303	0.003103448275862069	0.0010559662090813093	0.004975124378109453	0.0013675213675213675	0.001029512697323267
data/test0/SRR28911394_1.fasta.gz	0.0002641310089804543	0.0002674511901577962	0.00027218290691344586	0.0002733734281027884	0.0005321979776476849	0.0002668801708033093
data/test0/SRR28911417_1.fasta.gz	0.0	0.0	0.00027063599458728013	0.0	0.0	0.0002653927813163482
data/test0/SRR28911433_1.fasta.gz	0.000671591672263264	0.0034211426616489907	0.0031479538300104933	0.0017562346329469617	0.0013563919972872161	0.0020442930153321977
data/test0/SRR28911585_1.fasta.gz	0.0007993605115907274	0.0024324324324324323	0.001098901098901099	0.001380071763731714	0.0010738255033557046	0.0010772959870724481
data/test0/SRR28910730_1.fasta.gz	0.00026455026455026457	0.001609442060085837	0.000545404963185165	0.0008219178082191781	0.0010666666666666667	0.001070090957731407
data/test0/SRR28910734_1.fasta.gz	0.0005291005291005291	0.004842615012106538	0.0010911074740861974	0.001644736842105263	0.00347407803313736	0.001873661670235546
data/test0/SRR28910741_1.fasta.gz	0.0010775862068965517	0.003281378178835111	0.0016675931072818232	0.0016750418760469012	0.0019011406844106464	0.0019073569482288828
data/test0/SRR28910761_1.fasta.gz	0.0002752546105147261	0.0013958682300390843	0.0005681818181818182	0.0008564087924636027	0.0011101859561476548	0.001113895850737956
data/test0/SRR28910767_1.fasta.gz	0.0002640612622128334	0.0034871244635193135	0.001362026695723236	0.0008203445447087777	0.0021316280309086064	0.0021384656508954825
data/test0/SRR28910775_1.fasta.gz	0.0002642007926023778	0.004027926960257788	0.001362769146906514	0.0005470459518599562	0.0021327645961077045	0.0029443254817987153
data/test0/SRR28910798_1.fasta.gz	0.0013777900248002205	0.0019553072625698325	0.0008525149190110827	0.001142204454597373	0.0011101859561476548	0.001113895850737956
data/test0/SRR27257294_1.fasta.gz	0.0005321979776476849	0.004056246619794483	0.0010976948408342481	0.0008266740148801323	0.0034946236559139786	0.004318488529014845
data/test0/SRR27257815_1.fasta.gz	0.0002826455624646693	0.002871912693854107	0.0005839416058394161	0.0008802816901408451	0.00142571998859424	0.0031527658354829464
data/test0/SRR27257898_1.fasta.gz	0.00026616981634282674	0.0024311183144246355	0.00027434842249657066	0.001379310344827586	0.0021488047273704003	0.003778677462887989
data/test0/SRR28911052_1.fasta.gz	0.0007900974453515934	0.0018686599038974907	0.0010857763300760044	0.0016366612111292963	0.0007957559681697613	0.001064679265371307
data/test0/SRR28911076_1.fasta.gz	0.0008025682182985554	0.0016268980477223427	0.001103448275862069	0.0011083402604599613	0.0013480722566729577	0.0008110300081103001
data/test0/SRR28911334_1.fasta.gz	0.0	0.000281135788585887	0.0	0.00028768699654775604	0.0002795638803466592	0.0
